linear_regression,lasso_selection,correlation_selection,lasso,splines
-17.054827000191562,-29.8354536001184,-26.19657646107321,-21.622608970595156,-11.932489661682162
-24.293030427934056,-13.471017394874096,-12.61406238076928,-18.049284713617553,-9.01349331709463
-21.162971428477285,-22.79923592000077,-24.578765792749536,-29.356673282409137,-11.633523757426365
-23.888379252746258,-28.418515303929745,-20.23547129279747,-42.334330101576725,-10.300091912562744
-30.428216328041334,-25.07335782101486,-15.306236103183036,-17.80989203056688,-23.566434906101552
-19.28791257575715,-27.395936357831413,-39.86546962266022,-31.17992137896338,-15.144716070496951
-25.242246840410672,-17.37154551326617,-17.054452755922235,-13.065390348523849,-7.2167258462817685
-18.08077301715286,-23.58690516003144,-17.54283800249844,-22.34363115070431,-13.984129314407078
-16.26040457850765,-20.204861084966527,-33.497577199250614,-19.984176098249165,-14.745767909521554
-19.103479318834896,-15.928236458404223,-19.551934946209506,-25.891054283640283,-31.37614784479752
-45.79424871722264,-35.41881811527828,-23.05517544980729,-11.398751514442692,-9.59922581429794
-20.031315859097983,-21.696103298835396,-30.59611980867463,-30.378900691523683,-26.701080492715775
-23.934323795974038,-22.70305154901091,-16.485341143376832,-23.85860127292209,-11.604970904514895
-18.61120327595665,-20.924991735408323,-21.26416039331043,-12.658636005269031,-23.90676199992689
-29.637701575863385,-39.601145724486564,-13.897664892934857,-12.777107542072006,-11.641690321225296
-17.342127462707808,-21.112488466319583,-20.850503757067663,-13.726757055986482,-25.676778724917263
-32.83607711283179,-18.19656636927066,-15.52527652745142,-29.645393203952224,-28.45391787389875
-10.420200846564923,-34.27439928238198,-43.34220127753029,-34.14536740067465,-18.631626290258943
-28.949329458790068,-23.045424670083943,-16.406626882887707,-26.71670300005378,-14.06104659347178
-10.258687888148538,-28.325352801335697,-50.46445934165526,-51.45145076732981,-10.694942145456146
-33.24936315567894,-12.342030018123936,-21.428905213553,-24.537941446034715,-16.056971251132353
-34.45984831833416,-17.815245228081753,-24.73223113865449,-14.782465856713461,-9.67936537554546
-25.471684413412433,-32.17223852071466,-48.10158733435496,-14.300883674549729,-10.068779829232664
-12.472445942162661,-10.772037882480404,-26.784438002204976,-14.610666651628513,-16.681504292062627
-25.71045660585107,-34.786241842206685,-12.798586924850488,-33.393647829765484,-19.41675640753993
-18.880865883884983,-15.943584221805327,-34.13049696415681,-28.24218633107162,-32.99471792571156
-17.32320051653706,-26.86203603572647,-17.952312486394053,-37.692162162702054,-11.424516768041727
-27.862893643564675,-24.702732203942382,-19.203250926961044,-23.10527049022053,-6.983334590655447
-10.939380487423513,-17.93078863159094,-21.50192935699331,-13.721085944321107,-9.63376977842336
-23.210914601116947,-42.00550781576498,-26.991866191809034,-19.57187657860828,-39.01565651600799
-47.089120827971904,-12.271027197546776,-18.843832754481483,-29.6111455733896,-10.313685197617318
-34.91543730490243,-22.848864101142226,-24.19129043099635,-22.97913430049201,-5.991254037584987
-27.11860397617358,-13.544356996067215,-27.26846125803638,-16.794591173795663,-30.4899730985657
-32.386415157986164,-18.660152326883903,-17.741901702235808,-31.303048892599115,-18.71665346527528
-22.32114054209119,-15.001444843670933,-13.28679772847928,-21.865661462038048,-24.871208399061125
-24.14971312136923,-45.85155896657623,-34.195292836786685,-48.593973121778475,-9.952962529094046
-16.93456671336096,-22.15760489892138,-19.022478554143664,-31.19170939928743,-10.784199495444911
-20.38320254282421,-42.298688627826905,-20.389228453538703,-34.78999340413107,-10.47383406831041
-22.63439971231219,-16.594959717553216,-20.707745417638854,-15.711308196349098,-9.159616468146398
-15.391147003702704,-17.76716289028418,-27.210104351535435,-10.750988492351437,-18.7167712598878
-40.0586276170858,-23.647523019559657,-40.42126999794378,-23.050462886164176,-24.43988781919638
-15.858962840205647,-18.774071823736037,-19.529792354419065,-13.606280361407766,-8.157633555210486
-13.353520063242362,-15.863642887589751,-26.231976272572343,-19.32449787646209,-19.666439435683667
-48.52037625952098,-25.709911679959724,-25.228227706727345,-19.57110491334174,-10.764858829202902
-24.078645531636855,-41.5675174072167,-17.29513618051853,-18.708083397984606,-26.735582500914386
-36.59160396752296,-20.879993126350513,-39.16646383213789,-17.698707013850584,-8.124484668603923
-14.124125748363308,-44.931018802481724,-31.862950560227038,-41.990618795203595,-21.705070507250866
-21.63427307937795,-26.32924641735349,-23.935437020591817,-31.49852275564313,-23.77392528213605
-19.115245821204116,-24.067956516733062,-36.66207348027531,-25.33080857560534,-10.335680974603688
-15.243194956609505,-17.136223205856098,-17.659537096374887,-13.713969481504062,-15.465204873108014
-30.023074418257533,-11.415147286473557,-15.170144582868453,-28.498545428476014,-10.97641373289518
-19.356887500955466,-13.545174940138352,-11.44653113094518,-23.891971670776194,-12.835850442223382
-48.35596308130951,-14.642127176849494,-14.694034059069205,-24.827197645402382,-9.84825881659757
-14.205956914286812,-40.10368137284238,-24.534688015904766,-54.95129944088632,-11.371557990213399
-17.021142928400785,-14.651978908253994,-25.618640742398537,-24.98386398000532,-11.155973317555594
-17.776757853028442,-12.77771273569202,-26.273517690981,-16.16826993108325,-51.264350927922045
-16.75411065538112,-20.791952289504284,-20.087258911177532,-15.076005617699089,-16.635504898717322
-20.047442468321417,-35.63711054547511,-16.80448300521367,-13.438215160157336,-18.98689713697602
-23.639695696977828,-21.53617982515948,-43.301924056676754,-19.328460155741023,-8.535226086356671
-19.08146446281189,-22.049761169833964,-17.07934583767392,-27.978276242069857,-9.480358015609424
-27.049620574228648,-32.55787639623475,-21.157835428077046,-35.137932050684455,-12.589423717334723
-33.44782279509665,-24.776717974484512,-29.266915342503438,-12.62489873369959,-14.512138059618238
-31.86341054322096,-33.79337520368392,-19.175961685326712,-24.0882761360541,-26.894952032445087
-13.027312398513867,-21.63425624075063,-20.583364766535464,-35.60089632032784,-15.574506073013694
-17.746320101828122,-22.261694628840306,-17.646689814102068,-15.695582928508825,-10.630386040028077
-25.824430012364864,-14.703327312264577,-16.355725648663412,-31.399378388265276,-19.17690345611788
-16.287291319158417,-24.31155513093333,-40.18627898658162,-19.84797265705037,-24.842790282230833
-21.85860537587897,-22.138217952622835,-36.188327633066905,-9.994447955682071,-10.918128850643107
-32.63409122898669,-12.516333031892037,-18.52348219617027,-12.789405527942408,-6.274263142321018
-32.36542977784304,-34.51648600942915,-22.85294051364883,-39.36619640548222,-12.930817506784122
-14.573516996563043,-17.6819420511413,-19.90125901215485,-16.355197505862268,-11.414541694555318
-32.01099437347737,-35.13081040647568,-26.221671511723844,-35.58211863045986,-23.269609810813492
-36.504208374708774,-11.711744524686626,-20.222164886468008,-31.712583085267916,-20.38666417308891
-28.597342248098375,-19.836389053142426,-24.25735156509835,-30.232048692944172,-42.52911150361069
-32.46527070361385,-47.03025223394339,-42.08623938799459,-25.848658976054203,-6.841883825289301
-20.145741320927424,-28.72117091824646,-19.548838333513118,-19.74391841305294,-10.081838075278327
-27.89978375886792,-29.28936483867728,-18.635272758371762,-20.38137844169419,-15.353075764765357
-15.265699512571654,-13.80833024896355,-16.063283070352263,-18.237622025360718,-13.010383672928665
-21.11277548050068,-16.808381215065552,-31.489371375159536,-15.927416047528027,-11.868912253611567
-20.587408158570867,-14.226352008006508,-26.252656200321905,-37.039827265229356,-16.74033616558509
-17.369507226276916,-34.44251564251501,-12.261353079465406,-20.55621290188055,-8.687327811954352
-18.56723811312891,-21.35310498054629,-28.374860983383336,-21.161528992052617,-17.23592921970213
-30.41749432554595,-31.789131160182723,-14.814599801000574,-31.77234379947481,-8.955727743368971
-41.30894041206671,-17.648822670284428,-31.213989495689543,-23.295934541775132,-16.373695723100525
-16.3528221418447,-21.595961335457634,-13.604960341533115,-33.847471870915705,-18.783120865524037
-18.185850190711818,-26.6459462126638,-24.51456831803368,-17.66389848843975,-6.830628447642089
-19.40207093496082,-16.118970336113417,-39.50821742986045,-26.026539968235046,-24.819337170926634
-15.838024745714993,-17.701338108445075,-18.503721895670036,-10.07208651307303,-11.640632406584771
-25.424239630648817,-20.388312325193304,-29.330428439422118,-24.17254965939696,-22.734800051214123
-9.132498411212584,-43.804046593802596,-18.524468077452944,-14.287198440221765,-10.212820501630176
-21.26433818023572,-31.28363397162336,-35.578851662675795,-14.100764929174426,-25.89923702737498
-41.68997427349204,-13.356757288137054,-15.500804851873443,-47.37579018286257,-14.956466667115818
-18.509623711026645,-50.53899759416816,-18.08293430214217,-15.89734941168786,-20.48060917946367
-26.710804058137537,-14.755298971203592,-16.613854602268052,-20.85170239281729,-24.387811320058688
-23.26939607942375,-26.0405271799972,-15.687312165056374,-13.88910183206467,-13.54632178717858
-30.304765514797847,-10.84722320928296,-31.961109192121953,-18.336024979062817,-8.962029007168105
-21.6391288709483,-28.01514339481594,-17.340222770825935,-8.927258157419061,-18.478793773300502
-33.21551764810686,-31.243167810088153,-17.77982373633826,-43.155914727723165,-16.67984943426196
-17.45491097996728,-16.65147127905547,-23.936531197793734,-38.67502012297342,-10.100075915375001
-18.699619907802962,-32.87518659457758,-37.160715689410075,-26.529060887902652,-14.124168697830953
-22.934464030199415,-20.989542804652906,-40.45981407979911,-15.004171514217926,-30.004110805445606
-26.25998542570293,-11.039963111000482,-22.922694342463064,-43.420819908185365,-8.0112412972982
-24.928353682339274,-25.90269254164641,-18.457266144729964,-12.224974857641863,-14.855461915797246
-20.63397153001261,-35.110490343324614,-19.9646790775371,-40.64038645504554,-8.556946708325452
-23.293662036174602,-19.626921405601866,-31.850831728011983,-43.296906348352046,-27.241423541356912
-16.05860795296009,-18.58783407650976,-33.97629645395368,-24.532120062122726,-12.532663330605681
-20.328254045351443,-20.288377196208717,-29.845485601902848,-18.130567917034444,-17.4097938243939
-29.15119890105921,-30.169985332289542,-28.450275926172406,-17.973231918570157,-7.962137460087542
-30.62535084004165,-18.763886711704576,-17.389203045610987,-12.451106346572958,-31.766995474278477
-17.35889523012789,-20.10916402997922,-19.67522610155113,-22.707140893998393,-9.419606527690362
-31.330386413237942,-16.927089807488407,-24.540599833876872,-24.47283858495193,-20.6835302238583
-29.268447813025503,-31.394608009723957,-16.9849515783747,-36.9354011684655,-10.225659047506944
-27.614201467745435,-16.259999628445076,-31.61268294328292,-22.398419758155587,-20.367837812307958
-17.471926876109485,-25.00912071906168,-23.990977358869323,-36.28265388354063,-10.636878598669927
-39.86807925844838,-25.398136926169318,-22.533131021251286,-15.374935192182155,-12.611894279724677
-28.693258086804263,-17.171326819609874,-19.05208222088414,-17.483410910100734,-18.13587282942958
-16.345485670046298,-21.622774263778233,-16.559855316677243,-18.122358158000072,-9.858748306082603
-29.892241566351668,-23.484239357514678,-21.7767960280577,-17.79368535353125,-12.338516870256836
-19.91177576838935,-31.615896878092514,-22.66453318154584,-24.465509161675797,-27.247197486878612
-24.385412135254388,-13.714116774750472,-26.34971259349106,-34.622574783475464,-30.97505757039198
-17.00264808964848,-21.455254112321178,-30.24127721555189,-41.04906707137081,-13.938326333098297
-16.387307820471403,-44.00435238919414,-20.08520915671069,-20.90642392629966,-11.937241713352183
-22.278265683035723,-18.20365401189187,-25.471556309298293,-45.47898531388983,-23.949161691934716
-19.312345176459512,-27.433262548894604,-26.37027999698234,-17.04298080033135,-28.864229248941477
-16.29083153959744,-16.772365557212648,-24.283919093496394,-30.35786191327921,-12.132738750112702
-24.617038489201406,-14.106774345450821,-14.214489492745436,-9.012187691886856,-9.520828569523514
-19.15977215373924,-18.311009393804532,-34.55569851911921,-23.27669693697002,-12.745259592420176
-15.711969169892095,-29.6455457443374,-19.95015024959333,-27.42066628413573,-10.061349896722199
-26.904598214827615,-23.32085194788671,-13.562952938032407,-15.211553179028881,-25.311409487168106
-23.374442524622868,-14.935538717811955,-40.67860362644109,-22.022817701390117,-18.243725700498025
-19.664075480115834,-37.43506446489556,-25.976731714241904,-26.546270081348997,-14.505673368106304
-59.19445369883325,-43.224054919376364,-13.635452217224998,-21.734751831841912,-8.436560140494048
-32.99357643072292,-15.162471574512006,-36.813715537874884,-24.99749831827507,-24.204370048666465
-16.69951170596566,-38.52587001828671,-28.07570139606712,-17.793595210863174,-10.52901809583777
-29.87861895361339,-40.41032760932845,-24.654261850275628,-32.03893526986407,-11.428369408090381
-11.576506048945406,-32.414073129754826,-33.69571765240196,-28.630824474534073,-12.743311160877814
-33.17025502220913,-10.943224368138422,-16.77634217612777,-9.772505928906064,-21.570454971711673
-24.582691570392935,-22.802349114615687,-12.255636638054977,-30.37181290655733,-10.508465203845631
-23.2150923225189,-11.429756799658161,-24.69593699956818,-21.588285315808402,-13.013149416998358
-31.517268390837827,-19.1955649011934,-24.901363292897035,-19.956335195233443,-11.432866271396865
-12.822467211088885,-25.816651386702098,-15.97874301339835,-16.361342079793292,-34.324769135732154
-19.698462581012336,-20.437422417924232,-20.97336559499925,-44.60082460622398,-11.757539284654186
-31.824963722317392,-25.01143380754951,-25.73854669049902,-29.30106373881973,-20.00102827571297
-34.46914136036847,-28.39497083276052,-16.469858723697588,-15.383339300888347,-14.304789439241379
-15.733052930758769,-23.884917777483363,-13.183923212963455,-27.154948062993455,-10.910268086566752
-25.524716824413385,-14.41586536217787,-37.37871166276163,-18.07871957568018,-21.96260350651381
-15.975979088323983,-20.940558636125033,-13.823190224698038,-22.987727421771535,-9.890986810838774
-24.406215539867134,-13.53724501342868,-13.96082322172395,-14.220423509180955,-24.24121094494682
-13.183292560273612,-33.95267130862261,-42.47325715290413,-31.648139949227783,-8.757794368770815
-28.599778098949617,-21.814911224254846,-20.0770282075798,-11.331179168948786,-21.409106638091995
-35.4861023583451,-22.99631616702951,-39.57834740328795,-29.04161494259971,-22.042032498361355
-14.979724636995659,-42.052435831959286,-20.630524885008057,-38.680101205245066,-10.659298529887394
-50.50007193709855,-12.881883303270493,-24.060205614565195,-36.36233631430773,-10.479845578922145
-12.521468327171585,-19.185534139424405,-30.06212367787732,-38.567191778256664,-12.287982163788742
-18.35015482148413,-17.973804296169792,-38.12220951330413,-23.500041824972385,-13.76953052377614
-27.878286355063715,-15.030810354279946,-21.06959476318458,-22.406881316703775,-27.07286257938891
-17.641151686522665,-27.573331801175087,-17.56153465144967,-16.456021433566953,-10.509711050320572
-20.24787086472364,-22.16793432506841,-23.02917554053818,-14.671692519768094,-48.22967642771173
-24.745725318476296,-41.94301840366993,-34.9994025544801,-18.50273293010602,-7.020981277321432
-31.375368743365847,-38.81595678462742,-15.465737119912351,-13.786666640604302,-14.288849073810274
-24.484400392940003,-19.4789178917539,-17.522100060146975,-20.936791559598788,-13.996211344854997
-14.733703381808617,-24.074732300849043,-20.27788611849248,-32.426693528263435,-8.031334042762277
-24.673926751138477,-13.576683702134234,-22.318769136269584,-21.623100569598126,-24.304621648971096
-17.592843178855574,-17.22393634337014,-18.23416592056058,-24.095541958897574,-14.787871932408075
-33.902548918896905,-17.60398616001455,-36.57369898766708,-17.8032397875848,-13.043538304035941
-17.13774568507213,-17.926300966182648,-12.926839600401747,-17.009639944954355,-14.797768454797486
-49.26868435439703,-17.657312538008483,-26.90647289142764,-28.88769656948331,-24.42440284711741
-10.419898414784916,-15.209738369972463,-25.79227633274524,-41.112608128768606,-24.029572237509434
-29.721580110429695,-62.76666678668695,-18.370243914402085,-15.372817084914425,-9.11650814349297
-22.945636666777947,-27.126461559749288,-28.18025783913788,-29.03707809879531,-8.387736692454968
-19.179136951870856,-41.25117518583225,-29.336187670306327,-34.00469523524501,-8.232896789068352
-12.132346732859217,-17.80911921415359,-18.60417099339571,-9.389503145793366,-20.934095145016048
-24.089863888256723,-30.894220229916183,-19.74479704917719,-18.565316988055084,-34.37259434098437
-23.842784051541184,-26.17523961161064,-14.411736439131467,-23.246984343302113,-8.831142774207075
-14.257691624149526,-20.98873450271494,-17.78764617540655,-29.82861481263212,-14.815035594976438
-29.06928285744861,-37.46263827099498,-26.60314020225134,-24.872942256728706,-8.60382500369929
-9.933211522156451,-14.49515730695365,-31.708250499432218,-34.57961345584781,-17.39780405006256
-34.28142931471809,-21.881748363536648,-13.07272745454921,-29.38030826298914,-11.527375220456657
-21.53795335019515,-18.5233423064416,-20.561303900580768,-17.733986358650426,-22.75325444166163
-34.50327821404558,-18.675456504946553,-21.42267005824165,-30.120826475873844,-12.880256439806228
-25.163899438929356,-31.05233404810041,-38.00001042195218,-16.069391736689212,-15.88610668094807
-19.7611070666477,-19.404314624452514,-37.728186327519644,-14.741984300556313,-22.29235247919547
-15.907153771375178,-27.01545450252919,-24.651281796913544,-25.941680468089857,-10.767782257650582
-29.904949947539784,-19.97586414965363,-24.521731454267428,-28.370799712653014,-12.583650435609009
-19.517530920844166,-48.063150938021195,-12.094085440644223,-15.891429156777148,-29.559462816328715
-40.52995119880324,-30.030620586092127,-22.873419964204295,-13.98729050615858,-23.762143366564835
-15.967518866471641,-23.96442641076473,-32.82058089210607,-22.737540589983528,-10.120446711276816
-30.649506130488653,-12.09359126210665,-18.402126823380474,-15.014373324030096,-19.558473270755727
-13.828544084498965,-17.938607618036755,-55.71736926514128,-39.60254104287353,-17.248394283122558
-24.940329551862128,-17.3107160665628,-14.274756006430113,-22.041805721201904,-10.4717289206165
-38.943887240168664,-26.440251226680335,-21.40108780504881,-25.07869320439123,-21.26175218378501
-12.531072209535203,-13.268450741819198,-18.560336830961827,-32.414945845781254,-10.351555114370202
-19.309623555792193,-27.154781860800814,-26.258354503295386,-31.55196849477093,-9.444138165595797
-35.97025341814469,-14.148949236811031,-14.95522053047101,-15.59764558945362,-12.100785552234337
-42.54759379950448,-20.022504570034968,-16.160948955143244,-22.075218093775867,-21.630127716215615
-24.99127568083574,-25.8545939005681,-20.138198000096818,-13.766945470686496,-23.60007335685682
-11.905475206822187,-18.500211415529368,-33.31329251637725,-38.6699348782738,-14.314828317814792
-31.64763393629707,-14.754930961514356,-23.593818812215083,-18.373275595264843,-28.3937904332382
-18.4554552675835,-40.00962297494528,-23.97931123956546,-26.706618964986887,-25.891487262365153
-28.32308118012925,-28.675630607033245,-50.493051144581365,-32.30404522592401,-9.271240169849927
-20.324642025705263,-22.406150458537642,-16.665752108700268,-29.81817080276858,-7.388476347995602
-9.15335201319096,-26.07634282500011,-16.272663369109193,-14.886199505783141,-11.456167281464195
-33.64507715268796,-32.69127007258785,-30.5685685082541,-14.59464722900964,-26.72282576771472
-24.403161458367187,-36.89922747476391,-16.93542043852071,-19.805815198634363,-21.735247687155013
-18.872403282811593,-29.101550486799987,-18.50119519217808,-16.953750186073755,-13.087283342548458
-19.934184993950506,-19.545382453195,-39.91818657426879,-30.301122586530706,-8.806448545178732
-22.866000786213537,-35.651973830636464,-15.865935426078996,-24.699488210300654,-25.183099483348503
-23.503980225228524,-17.226933540388103,-24.276784873361255,-25.198284151760006,-6.487576601470026
-25.33919269455561,-13.69202596679136,-21.890057425955103,-37.70340932523609,-34.77373388751962
-15.095673344422112,-15.38883939847223,-18.695030491875013,-28.876391203881145,-11.318270107710594
-23.375668974264485,-13.377177372285841,-35.317489987743464,-18.00101041317955,-6.398555963154439
-26.69093450713608,-23.87036692672344,-18.505926627188504,-28.74666639930477,-13.333570123258967
-18.07003692412935,-17.905052302160385,-15.815857038904511,-13.748956171782101,-12.962110309380913
-20.24084066635202,-44.421940756249676,-27.23199718659441,-30.048922554075727,-10.233071873678373
-19.26210626046908,-18.949456011415993,-20.177687861518333,-32.35559587919896,-24.310550571327695
-43.543706486598516,-17.123646332000618,-31.589219193987482,-12.354057036912131,-9.517133955264502
-19.398391292344318,-26.91171201889069,-19.377520638359655,-15.77190296161339,-14.563493596208408
-39.659638525165526,-27.068805350317405,-37.16940632748038,-18.768396860811638,-10.587819116321525
-17.007161144880712,-27.91730262106181,-23.186817608457133,-32.2323022906045,-31.05586019585298
-27.671994478349376,-16.52564265053408,-12.541896421791767,-30.54855196659587,-11.350652197247904
-23.646267743641484,-19.589822798992937,-20.84333793310946,-22.322644511931667,-18.038822994487884
-17.28033146487269,-22.86293875390101,-29.371992203832622,-30.525202065144807,-23.92271590056769
-17.417762862820915,-28.636240790804578,-17.572416934084217,-18.177713512611835,-12.10521353208465
-32.4367305590112,-25.108596516122766,-24.096395663411176,-23.49009987596245,-24.360092979680875
-25.048416843875575,-20.687503801228733,-41.779122838893,-16.848418206771186,-14.191615098928986
-13.051970437375488,-21.70216544693595,-36.12636637978189,-22.692844774586728,-12.374691859798986
-14.271617150843774,-24.459700720867907,-21.44058525048717,-34.56541424959761,-17.39586069377273
-37.8286586246899,-23.57495229007281,-14.518197786522057,-18.70207891035892,-9.098863963747347
-23.298203052804606,-25.883332896347888,-20.992937102773098,-30.407097315356292,-29.56796865478267
-23.95613248307797,-25.148131157147212,-24.86498351598333,-31.622474831893502,-6.464354853493068
-20.767679580971148,-23.305049352287693,-15.080608566953522,-16.2113347442598,-10.850130205690384
-35.55361222438412,-19.9783034138953,-26.156261746356673,-32.60051230346548,-26.209753250014927
-17.209942184674603,-27.94983106903657,-31.307363417280875,-28.34387159436481,-28.084640529334965
-21.541557856580717,-21.471272373878193,-40.066359882233606,-21.00845516173565,-22.41384010299823
-21.513350810848323,-22.466320812710492,-35.94438797417777,-7.397307820360761,-12.078670714189169
-10.998202290110202,-21.764420103724987,-16.0334419553693,-31.564727168379758,-11.814998357655512
-21.9498976941665,-17.941568413560805,-15.402503235405002,-24.558004424075722,-24.440681595541317
-35.017752344027606,-27.467202744355394,-13.833071815492708,-40.474502409878674,-10.484228571125431
-29.08176991253536,-19.635908228346356,-15.758644176036684,-27.939031936044135,-8.220913131529173
-22.956580073192765,-56.33735087637096,-20.733506328367497,-18.71954174120839,-17.466170218167267
-23.829961040587694,-15.48226089173129,-24.14246340954331,-24.00472187781837,-11.25770287594939
-31.543974006233714,-11.352695680696227,-26.07267800699015,-14.16521585870284,-18.618467460703293
-14.989316450779015,-27.941346123531922,-14.6913180307584,-20.968738292195173,-24.71391776204814
-23.488093071073752,-28.63799063272499,-28.550161335337577,-12.916644307879638,-17.444295922310616
-27.96823791161258,-18.226934862305534,-23.958062174072946,-14.659699341460087,-12.86020420658936
-30.238666806245188,-30.27070654723918,-24.974618764754517,-24.663513189990354,-7.525901155154924
-21.69779854610474,-17.003743313775978,-19.501876259850064,-19.05532434096952,-19.268966064004992
-16.811487181320146,-12.277722929222783,-19.421771836874676,-33.21803155425716,-10.560552965538687
-30.415768526617523,-17.292766986625733,-25.10241899497148,-22.269920357395595,-14.094362886928629
-19.63503008055099,-34.42620927905216,-51.835852466914304,-29.21757370171169,-40.39490834166355
-36.766665641419976,-17.141043414345585,-20.77353841310017,-34.408160489153104,-14.1444238332287
-17.212221360255572,-32.18992889382003,-12.168888655443531,-25.690182683657504,-8.357989800661015
-14.870973482117252,-28.78355252841501,-55.98880382655301,-19.069940749181807,-13.296142095581336
-26.856662239063926,-16.289202195125117,-38.73350926198773,-19.56475092365906,-11.89905979234567
-14.202236424698816,-20.472854821914133,-17.573545484579974,-25.754344783705328,-25.076711104574162
-15.98924956512604,-19.500411108359533,-18.433110997687585,-36.3233174232638,-22.55249703408058
-29.943815344189872,-19.11433632813558,-17.28642908893002,-18.425027785156917,-41.15283527245609
-36.86171266786562,-14.09078680918231,-15.528473090733725,-26.2505690093076,-8.065501118023867
-20.7152598699471,-22.8816337207969,-12.648897169641284,-16.881116597658416,-10.268051880597744
-21.05428221611041,-46.27294508660111,-27.882210408113014,-26.844979085951177,-10.478006244236287
-18.32615840105079,-21.601243205698278,-16.04879143588355,-14.911605574388311,-14.981542129066218
-43.8967102275907,-32.70709300455503,-27.755147020358503,-46.25550291102629,-13.68221754657793
-19.34066072508828,-18.31838612614872,-9.700617062493935,-26.21989873601834,-36.31258702556313
-13.81920118813835,-13.40139666130762,-24.87312262492355,-52.138530593846426,-12.170581824223152
-22.448116583818614,-46.96412686087098,-22.588870190406972,-13.507041142815927,-17.482952641413387
-34.334907357612494,-17.956197211097717,-27.20288442770741,-13.06592349254523,-7.903465605408816
-22.37638841405127,-29.351373483115736,-25.95191498829116,-20.88223888445905,-10.034409392542814
-17.90785401100027,-24.002339721094287,-21.21303604869608,-23.26871186187803,-11.914148720987363
-48.963001743542854,-28.146112499986472,-28.484419065415096,-28.360330095894316,-20.55467464582858
-18.82796535748975,-20.131700749791502,-32.82551846782496,-21.646023389726096,-9.652238161531018
-14.702909900076609,-11.94955340840419,-31.918650815192695,-20.42698040393067,-9.868846987751608
-27.19881143803257,-27.004993269965993,-17.572965583504722,-31.54780283047977,-28.276247158138148
-13.486673780006527,-18.847869574685443,-25.105473912949858,-47.973653425283786,-19.35843196630925
-17.284622456429158,-25.98231842552139,-18.132744574736794,-14.474012017017179,-10.147748184843179
-26.659168496688174,-30.680579815790416,-18.42816853632858,-17.83632533007832,-25.97615400082119
-25.219979211467493,-19.77250775238817,-27.288095130183766,-7.0465786110707,-15.971021154352803
-45.07457167140576,-23.211771068080353,-26.647889963752476,-22.595524199847944,-10.18134420940256
-25.506060238931855,-15.519166910330158,-40.27707230201034,-24.082014272579432,-11.909518166269416
-24.79841422076395,-30.233848759374773,-25.382160164012806,-15.710951353961061,-24.781368576897076
-21.792204603711525,-24.1706059189915,-19.091414794462718,-44.59374311617012,-23.674569021258336
-12.168262380469262,-12.62975628956464,-17.138875415268117,-16.400098206338114,-12.221042684816405
-25.333909981823048,-39.898211553183266,-24.594502184049194,-29.334835500717805,-9.80196436184429
-31.904010097096574,-23.79368504397072,-28.611634387858714,-33.784179545695594,-39.59325379092008
-18.240724637902048,-23.53665839046497,-23.66328061643555,-20.880952394413754,-8.565151199606964
-17.5986480165936,-32.300725537820234,-21.207821543561604,-12.22816605086585,-25.706879537871163
-26.241167981718277,-18.164308645056423,-21.308788191649608,-42.879837490101394,-19.455442000010965
-11.873197623904495,-18.253786819422515,-49.492262973369996,-11.537945420943071,-17.452885474287264
-40.53264120184842,-30.894524224965043,-23.16165384898164,-22.134350709489038,-7.434662193391783
-14.309968832558988,-22.356271069256948,-20.216807664554302,-13.392940056311755,-9.903147603378047
-20.02133027564955,-19.979444211679365,-14.979474736114861,-20.272288788691192,-7.604073607890776
-40.16001752209769,-13.651373953303644,-18.535178925911637,-37.51526671577122,-15.086747149128174
-22.13395349200414,-37.17534342262842,-20.858065804915665,-29.543089908982214,-11.666002064389577
-19.041375028479248,-25.853109713664406,-38.41141877417908,-22.736628035862914,-23.494467788761728
-31.994474178196178,-28.87707870375449,-15.76801774792899,-13.786360214975076,-11.579822643991232
-37.09127427361646,-20.060728478095516,-15.481621636065933,-17.174727543348723,-7.555463193193428
-17.870292591197234,-16.774998953525216,-27.291637094527932,-17.137790983183084,-15.47874082619111
-34.425189268278004,-16.66340212902567,-21.450576880573657,-35.11403734259094,-15.218215615669438
-26.418186526479182,-30.78344851775112,-37.253320658943586,-44.063135011066706,-14.538073270469704
-20.300852710758434,-19.683878779947623,-15.730597622423296,-48.49925875239634,-15.446575986650148
-19.420006971640767,-28.8075671526371,-16.903661066036822,-11.508634917689365,-10.84188609555452
-18.541842756641206,-20.17492591826229,-18.02530470808288,-14.429575687402053,-23.03965071841552
-14.221308639899242,-32.91745107933828,-31.64419467062329,-17.14878951307492,-24.75710094484622
-20.62430030634928,-7.301518741780054,-22.48408353278935,-23.069776157426325,-28.770764093154558
-37.284286479624924,-21.460858035802968,-20.025241093605917,-31.902451036175357,-11.410523037346094
-36.30962329708789,-31.535085646088618,-14.680436376568808,-17.253899653102913,-24.23137742959252
-22.68355952385022,-28.467647766454196,-22.49960689000062,-12.702357707498601,-8.519974074663429
-13.356342675039937,-19.386687015720238,-33.936269358992575,-37.18094693813172,-16.608926016442545
-22.074434994798985,-29.716235026611976,-19.6782789369393,-29.17298591341262,-21.67585414453207
-19.23089454101718,-17.331742026738603,-15.949642852718616,-21.924254514715585,-11.139525970058523
-30.99413489307627,-30.854917872756,-25.859824496966567,-23.036594650069002,-12.83246793819093
